Vertex1,Vertex2,Color1,Color2
8TWXR,2GBYA,blue,red
RXPHO,MNBK5,blue,blue
VZS3Q,DNQZA,red,blue
G7SJA,EX6D7,red,green
OQQCJ,U3VP9,red,green
FJVAM,3FABK,green,red
3BKOB,GTEKY,red,red
UQ9FE,GO0S0,red,green
F5AJO,RTLTL,green,blue
BJ9CO,3V26S,green,red
FJIZE,79EN1,green,blue
MDEBL,7R1BZ,blue,blue
STC9O,BNT5L,blue,blue
EH20F,OU3EL,red,green
DESN1,FF32X,red,green
SJ4F5,1JXO7,green,green
MF23U,RXPHO,red,blue
W5Z7J,EA5EV,blue,green
PTBST,FJNO4,blue,red
B66MU,T9YXS,red,red
QJ3J3,DANSD,green,red
0NNHS,P5YE1,red,green
TUB95,REY4S,red,blue
3DHX9,1NN46,green,green
BHXS4,QCMCD,blue,blue
UO2GJ,9UYBE,red,blue
F834S,3AUHG,red,blue
S30AR,LDU7F,red,green
Q50LR,1JFAT,green,red
22W7D,MRQ26,green,green
QPOVG,Q55UQ,green,blue
5MWPM,ZFF48,red,red
1ZK9D,9DY3I,red,blue
0RD2P,U9MYY,green,red
5BG87,JOBTU,red,red
EI54H,ACD94,blue,red
ULYCS,5AP0L,blue,green
5Q3W0,9GG22,blue,red
DJ47M,LC4JU,green,red
GIJFB,J26IB,blue,red
APVFH,79KC4,blue,blue
6WC6X,LD5WR,blue,red
93OKD,5C1R9,red,red
R7SYL,KTYE7,red,blue
CZBX1,SCPD1,green,blue
HIXT3,E7DB8,green,red
GIJFB,BX7HE,blue,red
XHQ7J,F83IQ,blue,red
QULXT,4RS41,red,blue
MC8Y5,UXOQ4,green,red
2ZV6W,YKLD6,green,green
J26IB,CX19V,blue,red
FZPMI,RRIZU,blue,green
WH0HQ,EOH2G,blue,red
VO2EW,270ZF,green,blue
OU3EL,NR93Z,blue,red
UABTE,F0G9L,green,blue
9GG22,PRNM9,green,green
A09IX,U0T3R,blue,red
EX4N8,2OKRA,green,green
MJHHB,8ALZW,green,green
J7FBX,668M7,green,red
Y95IF,1TZFX,blue,red
OF1N6,3YGHQ,green,blue
SXGHY,3H5IP,blue,red
CIAV6,K4WSY,blue,green
GL1XX,Q3RP0,blue,blue
79EN1,2VHC2,red,red
4PXGE,PVP6H,green,blue
5BG87,NX9EW,red,red
L95CH,7WJYZ,red,red
BDE5C,HY4U1,blue,red
LC4JU,2ZIYM,red,green
BUHTO,UI19F,green,green
ZRLP7,UCV8I,green,blue
8B09U,J9RMG,green,green
GIJFB,I0822,blue,blue
UI5AL,307TC,red,blue
8TQ7L,02FV6,blue,blue
17GPA,X4VHI,green,green
MC8Y5,GUHKN,red,green
LP38C,9Z1RL,blue,green
HQ764,VY1JU,blue,blue
TRYNL,HI6UQ,green,red
IZWDJ,BNTMC,blue,red
G3BPC,SSTYS,blue,blue
EBJPP,ZK44L,blue,red
1E8CL,U8DQB,blue,red
UUQ5V,XEE6Y,blue,red
HML9W,TKJUR,green,red
ZRLP7,IBEPX,red,blue
K7XEQ,2PH58,red,green
1E8CL,RZGG2,red,red
012KO,UG4R0,green,green
869QV,Q6YHQ,red,green
UD93F,02FV6,green,green
RN6YE,EOH2G,red,red
E6RRQ,PYI28,red,red
5SH3V,SRQ66,green,blue
KMTBL,1E8CL,blue,red
E3JEO,7GMMP,red,green
GPNCP,B5S64,green,blue
AJUOX,JVMPP,green,red
AJUOX,Z9ATV,red,red
HE01O,4FRD4,red,blue
C0A83,BHXS4,blue,blue
A09IX,1B3X5,green,green
J9DCM,EQH49,green,blue
N7XBN,LQQWJ,blue,green
EE54R,129H8,green,blue
ENOMT,9K7IK,red,red
UG4R0,TNNNC,red,green
YJNQ7,RXPHO,green,blue
6O3BA,T0TS3,blue,red
240D9,7I9N1,red,red
95261,6WC6X,blue,green
UTTFN,K64N9,green,blue
U4U00,5ESWV,blue,blue
K9FQP,HN3EH,red,blue
ZEOKC,I6V0A,green,blue
X25PS,UD42W,green,red
RZGG2,MPJC9,red,red
VFLPK,A713J,green,blue
7LHW8,EBJPP,blue,blue
C534Z,OWGFI,red,blue
89PG4,GDH3B,green,blue
37PGM,RIC0E,green,green
22W7D,G0X6P,green,blue
R7SYL,KQA4E,green,red
8B09U,5MWPM,blue,red
K4WSY,8TWXR,blue,green
5AP0L,21L0W,green,red
RNA90,J9RMG,green,red
GC5Y2,7BMH8,red,green
RVIYT,7386C,red,red
Y7WP0,IRTGL,green,red
7FY0V,IGQLA,blue,green
O2TIT,LRYSC,green,blue
UPSI5,21L0W,blue,green
G3BPC,RZGG2,green,red
G89V5,SPKFS,blue,red
GZ7L5,RRIZU,blue,blue
19IZN,2VHC2,red,blue
5F4TY,382I1,blue,blue
T0JC3,V05JZ,red,red
NR93Z,RERMN,blue,green
7386C,4N8QS,green,red
D0OHH,4RS41,red,green
BDDE6,YNALB,red,red
D81WE,YTUWC,blue,blue
GXBGA,ZDMBU,green,red
E1B4Z,02FV6,blue,green
GXBYM,G8HQG,blue,blue
8VD6X,TE4W8,green,blue
19IZN,GSOWC,red,blue
08KC5,KVKJG,blue,red
TNB22,QRVCZ,green,red
FYWQX,CZBX1,red,red
ENOMT,FF32X,blue,red
P6UWK,K4WSY,red,green
DANSD,E7DB8,red,red
MT2P6,5AP0L,blue,green
VCLW9,4SO3V,blue,red
60LS1,4FRD4,red,red
GJP2Z,9WBUE,green,green
N7XBN,2VHC2,blue,red
OUB2L,J044L,green,blue
9YNW9,AVYMA,blue,red
YJNQ7,B4IF8,red,red
51549,QIPV9,red,green
FJNO4,HCITG,green,green
IN38O,PZYX9,red,red
WS2R3,BZT0S,green,red
68KDQ,8SO5Z,blue,red
MQAVN,NJD6X,blue,red
B1Q6K,TK9MZ,red,red
R7310,BMSRG,blue,blue
AU606,A3MKK,blue,green
ZOR7F,I3UOU,red,red
7ARL1,VIIYS,red,green
5KQEJ,FOVLW,green,green
5MMY6,HK99G,green,green
V9KW7,IP13G,blue,green
O7E9H,2CL3G,red,blue
UVKYN,1XDT0,blue,blue
5SH3V,TNB22,red,blue
4RS41,VO2EW,red,blue
U269Y,RXY8J,green,blue
EBAKR,ZDMBU,blue,red
SXGHY,EBJPP,red,green
EBAKR,HCS0S,red,blue
GUFW9,240D9,green,red
VFN8X,UM75W,green,green
EBAKR,IRTGL,blue,green
XW119,FLE9Q,blue,green
H6XY1,HCS0S,red,red
K7XEQ,RJMT7,red,blue
TE4W8,DBJAC,blue,blue
Y45K6,R0YP2,blue,green
0PQ1V,YK10O,blue,blue
G89V5,CLK79,green,red
MH9A6,0JK41,red,red
U5IQK,5MWPM,green,green
M4PY7,UI5AL,green,red
CLE4I,KDLRJ,red,blue
NY1XK,I3JPM,blue,green
OZUXL,JZYXZ,blue,red
81Y5B,1JXO7,red,green
GO0S0,HTPRR,green,red
25I5U,CUBF4,blue,green
31ETL,JWEJC,red,green
MHUJK,IA9NO,green,green
8NJCH,0NNHS,green,red
ZG1MT,TVP5I,blue,red
ECZFS,FFML4,blue,green
J1DJT,NX9EW,blue,red
487C7,GIJFB,red,green
2CZZ6,RNA90,red,green
BZT0S,Z9ATV,blue,green
OQQCJ,2UGYZ,green,blue
QQB30,58MXZ,red,blue
6X6QR,QPOVG,blue,blue
ROGON,GIJFB,blue,green
6O3BA,IA9NO,blue,red
C0A83,BHXS4,blue,blue
QBZ6M,YG72D,blue,blue
5VBDJ,0PTVR,green,blue
4F8J5,B4IF8,green,red
ACEBZ,17GPA,blue,green
EITEV,U8DQB,blue,red
JER6M,AU606,blue,blue
7LFRV,1XDT0,blue,green
PRVWI,HY4U1,red,green
K64N9,TK9MZ,blue,green
JGR33,R7SYL,green,blue
3DHX9,CBQ0W,blue,red
51FCS,458OM,blue,blue
URHVH,TJ1F8,green,blue
HI6UQ,J044L,red,red
UQ9FE,JCOFD,blue,red
3BKOB,JBYFQ,green,green
0PTVR,KVKJP,blue,green
G7SJA,CYOSC,red,red
UVFL8,R7SYL,red,red
YRLLE,IG1YA,green,green
356NS,T9YXS,red,blue
S30AR,VZS3Q,red,green
2594I,FA765,green,blue
DNQZA,8P5QY,blue,green
95DY7,8NQAS,blue,blue
17GPA,1XVCU,blue,blue
CDOS5,M9228,red,green
GYJWK,SXGHY,blue,green
S30AR,SOYLH,blue,red
1D0DP,L0GUU,red,red
8HM5S,GIJFB,red,green
IG1YA,JGR33,green,red
C8Z0Z,CBQ0W,blue,green
KPSJG,Y6E8U,red,red
7GMMP,B45P3,blue,blue
51FCS,8NJCH,green,red
NECSE,ECZFS,green,green
EOH2G,F0CQJ,blue,red
Y4KI8,ZFF48,green,red
6SACK,Q50LR,blue,blue
X7ISR,7FY0V,red,green
9RC2Y,P5YE1,blue,green
9JODI,3IG71,red,blue
QL9EH,G2VZ2,green,green
ZV1X2,81Y5B,green,red
HE01O,UI5AL,blue,red
4PXGE,8S0Y5,green,red
UCV8I,MHUJK,red,blue
2ZIYM,0J8TC,green,blue
VY1JU,NJD6X,blue,blue
O2SV0,RVF8H,green,green
BDE5C,XX1OL,red,green
8AUBU,ZG1MT,red,red
R5OSH,IRTGL,green,red
LCPB3,DW5MJ,green,red
YKLD6,NL4QH,red,blue
7FA80,IA9NO,blue,green
QEB8G,JLMZR,red,green
KXQGY,K4WSY,blue,green
JUQPG,KVKJP,blue,blue
GPNCP,SGORL,blue,green
8312J,DR6PG,blue,blue
O90GF,DJLXF,green,red
SBLF3,14BWK,blue,green
IRTGL,8AUBU,red,green
2GBYA,OEXHO,blue,blue
IN38O,IPLBI,red,red
D6NP6,4RS41,blue,green
I0822,LSYOZ,red,blue
7KMQ7,L95CH,green,blue
356NS,CABJT,green,red
5ESWV,2ZV6W,blue,green
4BHC6,8BPSN,green,green
BUHTO,9GG22,blue,blue
6L9KH,8R4HC,green,green
CM9IK,OUB2L,red,red
129H8,WL8G1,red,green
22XG5,J9DCM,red,green
7YGZC,X6MNV,green,blue
ZOR7F,CBQ0W,blue,red
FJIZE,LOMFP,green,green
WEP3W,GL1FX,red,blue
V7ZQT,G7SJA,green,green
RZCIK,JR9PX,green,green
ZZQOZ,421TT,blue,blue
PTBST,Z5ONJ,red,green
7BMH8,CI4I3,blue,blue
TZXWR,EOH2G,blue,blue
DQF3Y,U2R3W,blue,green
8A4NB,3FABK,red,blue
TSWLN,B66MU,red,blue
CXGE8,IHLE7,green,green
SJ4F5,TU2AE,blue,red
2VHC2,RZCIK,green,blue
QUVEF,LDU7F,blue,green
Q55UQ,F989P,red,blue
79EN1,Y5NSE,red,red
TU2AE,0KNP9,green,red
UHZ81,8A4NB,red,green
G3BPC,FLE9Q,blue,green
8O3WN,5KRDT,red,red
2GBYA,94CZM,blue,red
F0CQJ,LOMFP,green,green
YG72D,6RC7E,red,red
3IG71,1TZFX,blue,red
4BPDC,OQQCJ,green,blue
X25PS,LY9E1,red,green
1J5IR,59R0M,blue,green
E1B4Z,7R1BZ,green,blue
GBBE4,4ZE4T,red,blue
NW9MK,OXEV0,blue,blue
47PML,MC8Y5,red,blue
IN38O,3H4QS,red,blue
7HQPC,J9DCM,blue,green
B2WDK,WXU50,red,red
MKTV8,9XAYZ,red,blue
Q55UQ,68IVQ,blue,red
2WTFL,8B1MM,green,red
5316T,OU3EL,green,green
P5H9O,CIAV6,green,green
E3VR0,2UGYZ,green,red
1J9YF,WEP3W,blue,red
W4ATV,U8MTM,red,green
HML9W,MH9A6,red,green
47PML,NL4QH,blue,blue
U3VP9,435S1,red,green
LYPHQ,1LZXI,red,green
08Y3M,6X6QR,red,blue
5F4TY,NX9EW,blue,blue
1X23I,W0DR2,blue,green
VJOMK,T9RTB,green,green
HFZ09,L95CH,red,green
7Y6QP,LP38C,green,green
5ESWV,5KQEJ,red,blue
1JXO7,JWEJC,green,green
A09IX,AFCRO,blue,green
CBQ0W,T35D2,blue,green
URHVH,65DNU,blue,blue
UI19F,J8K06,blue,green
NTPZC,IHLE7,red,green
CLE4I,EM1SW,blue,green
5JMHH,AON59,red,blue
HAXAZ,CT6Y6,blue,blue
4RITS,2594I,red,red
ACEBZ,JZF3M,green,green
2CZZ6,KPSJG,red,blue
SXGHY,MBJ73,red,green
SO28D,TSWLN,red,red
EE54R,68IVQ,green,blue
0KNP9,CX19V,blue,red
JOBTU,IWP8R,green,red
NZI2D,J9DCM,red,red
TPDPS,QB3US,blue,red
70S7I,HSOOO,red,green
UABTE,6JX21,red,green
RTLTL,J2LJA,red,red
Y5NSE,T7TKS,blue,green
435S1,NYM29,red,blue
TRYNL,CHFTC,blue,blue
SYCL1,FA765,red,red
EOH2G,4J799,blue,green
FXF1Z,SBLF3,blue,green
20GPH,Y45K6,green,green
21L0W,U2R3W,blue,red
3YGHQ,WL8G1,red,blue
V3WWX,EA5EV,blue,red
YWQBI,Q55UQ,green,green
1U9HK,X4PN1,green,red
LDU7F,19IZN,green,green
Z9VY0,LOMFP,blue,blue
65DNU,VWO99,green,blue
L95CH,HZ9MN,red,blue
MNBK5,ZPO0S,red,green
J8K06,6O3BA,green,red
TUB95,7GMMP,red,green
E3VR0,M9228,blue,green
HI6UQ,W4MRN,red,blue
1NOUK,I7JCV,green,green
5OFQ8,58MXZ,blue,red
R0YP2,KMTBL,red,red
ZV1X2,XEE6Y,blue,red
OWGFI,QKAYH,green,blue
I3UOU,GO0S0,blue,green
OWIL3,CGTHJ,blue,red
A09IX,XS4CF,green,red
58MXZ,MWWIZ,red,blue
VIMY8,GL1FX,blue,blue
PYI28,BUHTO,blue,blue
D5LWY,JR9PX,blue,green
ZTSQY,UCFUW,blue,green
AL938,DR6PG,blue,red
HY4U1,VXSGC,blue,red
PZYX9,14BWK,green,blue
9D9SF,T9YXS,red,blue
7ARL1,D4VGA,blue,green
JUQPG,6SACK,green,blue
3BKOB,DOVTG,red,green
801KY,B1Q6K,blue,green
AL938,9GLJN,green,blue
R6F6H,9JODI,blue,blue
W5Z7J,0KNP9,red,red
WMQ5G,F46WG,blue,red
NM9F5,Q3RP0,blue,green
XJ8GV,U8MTM,red,red
PVP6H,AVYMA,red,blue
Y6E8U,CABJT,red,red
IYJRB,7Y6QP,red,red
2ETET,PTBST,blue,green
3IG71,APVFH,blue,red
3DHX9,HI6UQ,red,green
XX0BU,OY1UK,blue,green
9GG22,TZXWR,green,green
IPVRT,GWYS3,blue,blue
RZUKL,F7FTL,red,blue
QIOXN,J7FBX,red,green
QIG7I,KDLRJ,red,blue
Y4KI8,LHLWN,blue,green
MSR3J,FZPMI,green,red
8ALZW,IPVRT,blue,green
2HDJA,JQ31B,blue,blue
BMSRG,EFL8F,blue,red
I3UOU,0VLNR,red,green
J7FBX,5ESWV,green,green
LRYSC,95DY7,red,red
R7310,31ETL,blue,blue
J8K06,6F92J,green,green
QIPV9,29T7Z,green,blue
N6OSY,1I6FP,green,red
DZ1NO,HFI1S,blue,red
5B9WH,UVKYN,red,green
NHSFA,NL4QH,red,blue
HML9W,WM6RC,blue,red
BDE5C,4RITS,blue,blue
BNTMC,RMS3X,blue,blue
5E9F4,0RD2P,green,red
QRT9A,KMTBL,red,green
ENOMT,8TQMV,blue,green
VY1JU,0J8TC,red,green
R7310,OUB2L,red,green
95261,DJLXF,green,blue
XG8JK,XGDU6,red,green
KQA4E,0YBC7,green,red
HR6IT,0YBC7,red,green
HTPRR,O90GF,red,green
R6F6H,BX7HE,red,green
REH01,D50EY,red,red
RK67T,YNALB,red,green
ZEOKC,TSWLN,red,red
RMS3X,8ALZW,red,green
T7TKS,U2P5F,green,red
1E8CL,M9228,green,green
FMJIU,IPLBI,green,blue
PQUYZ,KTZ8M,green,red
MSR3J,TNB22,blue,red
A8ZK0,AFCRO,green,blue
FXF1Z,QBZ6M,red,blue
UABTE,ZG1MT,blue,red
20GPH,AGOZZ,green,blue
GIJFB,WL8G1,red,red
N22A0,CHFTC,green,red
EBAKR,261PO,blue,green
XW119,T5YAR,blue,red
ETZU0,95DY7,green,red
A0ZLT,7FY0V,green,red
ZZQOZ,2N10E,red,green
RN6YE,IPLBI,green,blue
EQH49,DK7CC,green,green
A3MKK,JWFAE,red,green
Q46S2,QRT9A,red,red
SGORL,LP38C,red,green
3FABK,LP38C,red,blue
VGCBK,TVCVK,blue,blue
LW081,7EESK,blue,green
8A4NB,E2NP9,blue,red
V05JZ,B3SXM,red,red
MF23U,6L9KH,red,red
WGRB5,WMQ5G,green,red
JWEJC,RZCIK,blue,blue
W4ATV,QHDLK,blue,red
NCPB6,UVFL8,blue,red
V05JZ,3H4QS,blue,blue
356NS,T9ALU,red,red
0PQCE,012KO,green,red
2WTFL,GWYS3,green,red
LQU1E,TJ1F8,red,blue
BMSRG,A0ZLT,green,green
R5OSH,CLK79,blue,blue
89PG4,77EKN,blue,green
EBE8N,U5IQK,green,blue
ORM7Z,WFRM0,green,red
7L4N7,60LS1,blue,red
S99XZ,24WWE,blue,green
04Z09,7BMH8,red,red
3FABK,ZPO0S,green,green
6BEXO,270ZF,red,red
3H5PG,B2WDK,blue,green
5KQEJ,1I6FP,green,red
HCS0S,XIX95,red,green
6ALQ8,GK2R7,red,green
1YS29,1J9YF,red,blue
N6OSY,RLNSC,green,blue
47PML,FLE9Q,red,red
G89V5,SC1RQ,red,green
D5LWY,RZGG2,green,green
885V2,CX19V,red,blue
FFRQC,270ZF,red,blue
5BG87,D6NP6,red,blue
PVP6H,E1B4Z,red,red
NX6IS,9UYBE,red,blue
GIJFB,5C1R9,red,red
I9LIN,MJHHB,red,blue
SPKFS,A9D59,red,green
KMTBL,G89V5,blue,red
Z4WZE,YK10O,blue,red
D4VGA,F7FTL,green,red
W4MRN,0NNHS,red,green
7YGZC,58MXZ,green,blue
LW081,FZPMI,red,green
TSWLN,EFL8F,green,green
X4VHI,LP38C,green,blue
EQH49,9YNW9,red,red
2WIVF,6JX21,green,green
QMZ0E,XIX95,blue,green
8SO5Z,VGCBK,blue,green
22W7D,I7JCV,red,red
REY4S,ZTPEJ,red,blue
BHABZ,LSYOZ,green,blue
0MUJX,3H4QS,red,red
W4MRN,VWAFG,green,red
7FA80,9GG22,red,blue
POZSM,LP38C,red,green
QXFUA,XW119,blue,green
HCITG,SXGHY,green,red
382I1,K7XEQ,blue,blue
NW37L,ECZFS,blue,blue
1JFAT,H6XY1,red,green
12KJ3,UEQIR,blue,green
RILWN,885V2,blue,blue
QRVCZ,LOMFP,blue,green
307TC,GV8U2,red,blue
FF32X,8B1MM,green,blue
3800R,JBYFQ,green,blue
SCPD1,R7SYL,green,red
M8AMZ,GV8U2,red,red
4RITS,PG32T,blue,blue
IL210,ZJB2A,blue,red
EKI8S,RZZF2,blue,blue
SDUCZ,IN38O,red,blue
QQB30,JWFAE,red,blue
KDLRJ,7Y6QP,blue,blue
7XHXX,2PH58,green,blue
JUQPG,ZR6FE,green,red
6X6QR,O2TIT,green,red
NX6IS,DW5MJ,green,red
AEJPJ,8312J,green,green
LOMFP,NW9MK,red,red
CO1DP,51FCS,red,red
SWTMO,YJNQ7,green,green
LCPB3,8IC4M,red,blue
NCPB6,8T9DT,green,blue
QXFUA,D6NP6,blue,blue
XVE9I,OZUXL,red,red
DNOE1,I2K5M,blue,blue
LD5WR,F834S,green,red
QXFUA,NM9F5,red,blue
1NOUK,SPKFS,red,green
TU2AE,4BPDC,red,blue
HFI1S,QORDP,blue,green
I7JS7,MZ6V5,green,green
TJ1F8,FJNO4,red,red
DR6PG,LY9E1,green,green
69023,3BKOB,red,red
5B9WH,ZDMBU,green,green
1ZK9D,T6CJX,green,red
G1BAN,H2BUK,red,red
CIQ3Z,9Q8T3,red,red
UPSI5,XVE9I,red,red
8P5QY,GSOWC,green,red
DDX2W,IYJRB,red,green
HAXAZ,SYCL1,green,red
NTPZC,PUDE6,green,red
6RC7E,OWGFI,red,red
LP38C,MPJC9,blue,blue
BHXS4,Z9VY0,green,blue
EE54R,V05JZ,red,green
1LZXI,5Y3JS,blue,green
8SO5Z,G89V5,red,green
5R9W8,F83IQ,blue,blue
9D9SF,7ARL1,red,red
307TC,L8OMN,red,red
2PH58,VQMB8,blue,red
QQB30,RUPOG,red,green
6M0W3,08Y3M,blue,blue
HR6IT,9DY3I,blue,red
GYJWK,QQB30,blue,green
NYN5I,1KW1S,red,red
ZOR7F,PYHV8,blue,red
5KQ33,VJOMK,green,blue
GPNCP,GL1XX,red,green
VCLW9,NL4QH,red,green
WH0HQ,GXBYM,red,red
JBYFQ,LRYSC,green,blue
BJ9CO,NW37L,green,green
MJHHB,ZK44L,red,blue
UVKYN,IHLE7,blue,blue
J7FBX,W0DR2,red,green
K4WSY,NLE82,red,blue
HN3EH,FYWQX,blue,green
0RD2P,MF28A,red,red
T9YXS,DO6YF,blue,blue
FYWQX,ACD94,blue,red
3BKOB,O7E9H,green,blue
YNALB,1VQ20,blue,red
ZTSQY,ZXZK2,green,red
A713J,NJD6X,blue,blue
F989P,GF6KO,blue,red
YKSKE,GDH3B,red,green
TNB22,B4IF8,green,red
9D9SF,WJSFU,green,blue
GXBGA,24WWE,red,red
FMJIU,PQUYZ,green,blue
H2BUK,N22A0,red,green
0PTVR,DZ1NO,blue,blue
NYN5I,ZPO0S,blue,green
GL1FX,PZYX9,green,green
5SH3V,U2R3W,green,blue
6D5BN,JLLBD,red,blue
GL1FX,Z9ATV,red,green
QQB30,MZ6V5,green,green
EM1SW,A0ZLT,green,red
5KQEJ,382I1,blue,green
LQQWJ,UHZ81,blue,blue
7XHXX,R6F6H,blue,blue
1KVGA,EM1SW,red,blue
VCLW9,8EYU2,blue,green
YWQBI,TNB22,green,blue
MT2P6,HJRQR,blue,green
Q50LR,WLWN0,green,green
801KY,ZK44L,green,blue
MT023,UB6SB,blue,blue
2N10E,7HQPC,green,red
Q6YHQ,6HNIK,blue,green
URWZ0,8DU5O,green,green
MBJ73,0VLNR,blue,red
4J799,U8OEF,green,red
JLLBD,NHSFA,green,red
V9KW7,JUQPG,red,red
FFML4,356NS,green,green
O4RP1,0P01H,blue,red
U8OEF,U8MTM,blue,blue
PA5OG,E3VR0,blue,green
I6V0A,VZ9K4,red,green
GSOWC,WJ6CR,blue,blue
IP13G,QMZ0E,blue,red
VXSGC,TK9MZ,blue,blue
1VQ20,PVP6H,green,red
EX6D7,BDDE6,red,green
WLWN0,U9MYY,green,red
STC9O,ZG1MT,blue,red
1XDT0,5C1R9,blue,blue
M6H57,1B3X5,blue,red
K4WSY,NW9MK,red,red
VJOMK,EBJPP,blue,red
L95CH,U4U00,blue,red
EX6D7,Y45K6,red,blue
O2SV0,3DHX9,blue,green
Y7PN9,HFZ09,red,green
TF7B3,4P4M4,blue,red
KMTBL,KQA4E,blue,blue
CM9IK,QKAYH,red,blue
XVE9I,3IG71,blue,blue
CABJT,60LS1,blue,green
I7JCV,VWO99,blue,blue
45020,LCPB3,green,red
L8OMN,AJUOX,blue,green
ORM7Z,1XDT0,blue,red
GW76F,QORDP,green,blue
SJU70,C0A83,green,green
MYFU1,LQXMH,blue,green
12KJ3,W0DR2,green,green
H3IOL,MPIQJ,green,blue
FF32X,HQ764,blue,green
W5Z7J,USKRX,green,blue
U2R3W,UCV8I,red,blue
UVKYN,LRYSC,blue,red
67GPP,5AP0L,red,green
9GX2B,R7M6P,red,green
SCPD1,25M6W,green,green
5AP0L,N22QM,blue,green
LCPB3,REH01,green,blue
D928C,KQA4E,blue,red
1D0DP,497HN,blue,red
5MMY6,MYFU1,red,green
DUBO2,21L0W,blue,red
I2K5M,EBAKR,green,blue
68KDQ,TZXWR,red,green
7YGZC,K9FQP,green,red
PYI28,23NKK,green,green
NY1XK,QIG7I,green,green
6X0IF,2ZIYM,red,green
VWO99,QEB8G,red,green
5VBDJ,QK1KY,green,blue
3DHX9,VIIYS,red,red
3H5IP,6SACK,blue,red
LP38C,W4ATV,red,red
KTYQL,V4ZBV,blue,green
N22A0,U2UMM,red,blue
TJVG2,RK67T,green,blue
04Z09,QORDP,green,green
G8HQG,QQB30,blue,red
F0G9L,T9ALU,green,blue
V4ZBV,MH391,blue,red
LC4JU,5OFQ8,red,blue
SHRY2,NM9F5,red,green
0MUJX,3AUHG,green,blue
WUGEM,Q46S2,red,blue
2CL3G,U26CB,red,green
KDLRJ,UI5AL,blue,green
1NN46,QIOXN,green,blue
QB3US,UHZ81,green,blue
QF2KG,MF23U,green,green
ZLXNY,57OW5,blue,red
5E9F4,EMQYG,blue,green
Y45K6,CI4I3,blue,red
4RITS,SXGHY,red,blue
7Y6QP,C8Z0Z,blue,red
6JX21,1NN46,red,blue
MHUJK,RVIYT,green,blue
CBQ0W,GPNCP,green,green
L9KTE,RZGG2,blue,red
U3VP9,5SH3V,blue,blue
0E346,FJK8C,blue,blue
RJMT7,SCPD1,blue,red
SO28D,JLLBD,red,green
ZUH32,69023,red,red
HZ9MN,14BWK,blue,blue
UVFL8,Q46S2,red,green
GWYS3,AEJPJ,blue,blue
885V2,B3CQ5,blue,green
RZZF2,R7SYL,red,blue
ZQ4G5,NLUIU,red,blue
IN38O,1CZ0U,red,green
6RC7E,GXBGA,red,blue
HLS1N,HOYWL,blue,green
NTPZC,487C7,blue,red
DJLXF,I3UOU,green,blue
5Y3JS,6BEXO,blue,red
MHUJK,9DY3I,blue,red
C8Z0Z,UB6SB,blue,blue
PW7P4,SO28D,red,blue
I3UOU,EI54H,blue,red
L0OVN,GWYS3,red,green
JZ8U0,PG32T,red,red
NECSE,CT6Y6,red,red
UD93F,FF32X,blue,blue
KPSJG,UXOQ4,red,green
V05JZ,13KHW,blue,green
U5IQK,89PG4,blue,red
HRRC3,6X6QR,blue,blue
W4ATV,129H8,green,red
FF32X,J9RMG,green,red
VXSGC,497HN,blue,blue
5MWPM,M4PY7,blue,red
VZS3Q,9Q3VQ,blue,blue
M5D88,PTBST,red,green
LYPHQ,FMJIU,red,blue
LW081,1E8CL,blue,blue
59T6W,NZI2D,red,green
VGCBK,3V26S,red,green
LHLWN,7BMH8,green,red
GTEKY,8S0Y5,green,green
GUHKN,7KPBM,red,green
MF23U,5Q3W0,red,green
UJEXE,NL4QH,blue,blue
95261,6PQRL,blue,red
1TPG3,RUPOG,red,green
4RITS,T35D2,red,blue
SYCL1,XW119,green,green
HIXT3,9RYVL,red,green
VY1JU,VWO99,red,green
RXY8J,RNA90,red,blue
TVQOC,23NKK,red,blue
LW3QV,Y4ARZ,red,blue
8T9DT,9JODI,red,green
AON59,RERMN,green,green
YKLD6,HHDG5,blue,green
EOH2G,TE4W8,blue,green
AK6M7,NZI2D,green,blue
ICEVN,VOSVE,blue,red
G2VZ2,6X3TF,blue,blue
L8OMN,VSLS8,green,blue
GXBGA,VXSGC,red,green
Q55UQ,1NN46,green,red
CLE4I,45020,green,green
SOYLH,DQF3Y,green,red
U3VP9,EX6D7,green,green
Y4ARZ,3KJV3,green,blue
D81WE,ZPO0S,red,red
GPNCP,0H2EG,green,blue
487C7,KYYP4,green,green
6WC6X,5Y3JS,blue,green
7EESK,QIG7I,red,red
HAQRL,EFL8F,red,blue
WEP3W,20GPH,red,blue
TVQOC,QIPV9,red,green
MA86Q,FJFGJ,red,blue
GHLUB,8BPSN,green,green
S7U4A,GJP2Z,red,red
G0X6P,Z9ATV,blue,green
X6MNV,7HIYA,green,red
5Y3JS,M6H57,blue,blue
NECSE,4SO3V,blue,blue
RMS3X,2NEKH,blue,red
EBAKR,2CZZ6,blue,red
9GX2B,7HQPC,green,green
1TZFX,MQAVN,blue,red
40LDN,MPJC9,green,red
CRV51,Y95IF,green,blue
Z5ONJ,UVKYN,blue,red
YH8DB,XEE6Y,red,blue
N22A0,S7U4A,red,blue
X82DQ,0B8RB,blue,red
2WTFL,I2K5M,blue,red
BHABZ,Q06GD,green,green
QMZ0E,GC5Y2,green,red
8A4NB,7WJYZ,green,blue
S7U4A,LCPB3,green,red
50IBQ,BK99V,red,green
